タイムスタンプ,日付,収支,3,金額,ジャンル,支払い方法・移動元,場所,,内容,,移動先・収入先,本当に必要？,カード名,メモ
2025/03/27 16:53:19,2025/03/27,支出,,6049,車両費,クレジットカード,その他,,ガソリン,,,必要,ENEOSカード,165円/L 36.66L給油
2025/03/27 16:53:02,2025/03/27,支出,,2880,車両費,クレジットカード,その他,,手洗い洗車,,,なくても良い,ENEOSカード,
2025/03/27 16:11:08,2025/03/27,支出,,750,食品,クレジットカード,飲食店,,昼食,,,必要,Olive,MCDONALD S
2025/03/27 06:15:05,2025/03/27,支出,,54300,固定費,ゆうちょ,ネット,,家賃,,,必要,,4月分
2025/03/27 06:15:05,2025/03/27,移動,,22395,,ゆうちょ,,,paypayクレジット支払い,,,,,2月利用分
2025/03/27 06:15:05,2025/03/27,移動,,0,,楽天銀行,,,楽天カード 支払い,,,,,2月利用分
2025/03/26 22:20:17,2025/03/26,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/26 22:13:14,2025/03/26,支出,,481,交通費,PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/03/26 21:11:30,2025/03/26,支出,,146,交通費,PASMO,その他,,電車 高田馬場〜池袋,,,必要,,
2025/03/26 11:12:49,2025/03/26,収入,,70804,FX,,,,Axioryから,,ゆうちょ,,,
2025/03/26 10:42:02,2025/03/26,支出,,720,食品,クレジットカード,飲食店,,昼食,,,必要,Olive,MCDONALD S
2025/03/26 10:35:31,2025/03/26,支出,,146,交通費,PASMO,その他,,電車 池袋〜高田馬場,,,必要,,
2025/03/26 10:27:02,2025/03/26,支出,,481,交通費,PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/03/26 06:15:03,2025/03/26,移動,,112616,,ゆうちょ,,,デビュープラス支払い,,,,,2月利用分
2025/03/26 06:15:03,2025/03/26,移動,,17387,,三井住友銀行,,,Olive支払い,,,,,2月利用分
2025/03/25 06:15:05,2025/03/25,支出,,6043,固定費,クレジットカード,ネット,,ガス代,,,必要,デビュープラス,3月利用分
2025/03/25 06:15:05,2025/03/25,支出,,0,,クレジットカード,ネット,,タベソダ支払い,,,必要,デビュープラス,2月注文分
2025/03/24 21:37:37,2025/03/24,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/24 21:34:00,2025/03/24,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/24 20:13:42,2025/03/24,移動,,10000,,クレジットカード,,,モバイルPASMOチャージ,,PASMO,,デビュープラス,
2025/03/24 19:59:10,2025/03/24,支出,,790,食品,PASMO,飲食店,,夕食,,,必要,,
2025/03/24 08:32:28,2025/03/24,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/23 22:28:08,2025/03/23,支出,,1088,食品,クレジットカード,飲食店,,夕食,,,なくても良い,デビュープラス,かつや  川越上寺山店／ＮＦＣ
2025/03/23 07:49:42,2025/03/23,支出,,709,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,SEVEN-ELEVEN
2025/03/22 07:48:30,2025/03/22,支出,,709,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,SEVEN-ELEVEN
2025/03/25 22:53:40,2025/03/21,支出,,820,交通費(経費),クレジットカード,その他,,高速道路 所沢〜鶴ヶ島,,,必要,ETCカード,
2025/03/25 22:53:21,2025/03/21,支出,,510,交通費(経費),クレジットカード,その他,,高速道路 圏央鶴ヶ島〜入間,,,必要,ETCカード,
2025/03/21 18:37:39,2025/03/21,支出,,789,食品,クレジットカード,飲食店,,夕食,,,なくても良い,Olive,YOSHINOYA
2025/03/21 17:05:48,2025/03/21,支出,,230,間食,クレジットカード,飲食店,,おやつ,,,なくても良い,Olive,MCDONALD S
2025/03/21 07:44:42,2025/03/21,支出,,251,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,FAMILYMART
2025/03/21 07:25:30,2025/03/21,移動,,60,,貯金箱,,,ライオンズ物品_移動,,現金,,,
2025/03/21 07:23:59,2025/03/21,移動,,440,,経費,,,ライオンズ物品_移動,,現金,,,
2025/03/21 07:23:18,2025/03/21,支出,,440,雑費,クレジットカード,スーパー・小売,,ライオンズ物品,,,必要,paypayクレジット,
2025/03/20 16:31:37,2025/03/20,支出,,1000,食品,クレジットカード,飲食店,,昼食,,,必要,デビュープラス,
2025/03/20 06:15:09,2025/03/20,支出,,2875,減価償却,償却資産,ネット,,2024年度自動車税 減価償却,,,必要,,11回目/12回
2025/03/19 23:13:54,2025/03/19,支出,,45000,FX,クレジットカード,ネット,,Fundoraへ,,,なくても良い,デビュープラス,
2025/03/19 20:31:57,2025/03/19,支出,,631,間食,クレジットカード,コンビニ,,おやつ,,,なくても良い,Olive,FAMILYMART
2025/03/19 20:20:54,2025/03/19,支出,,1030,食品,クレジットカード,飲食店,,夕食,,,なくても良い,paypayクレジット,武蔵野うどん竹國
2025/03/19 19:55:44,2025/03/19,支出,,206,雑費,クレジットカード,スーパー・小売,,荷造りベルト,,,必要,デビュープラス,
2025/03/19 07:53:37,2025/03/19,支出,,449,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,LAWSON
2025/03/18 20:15:29,2025/03/18,支出,,2508,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2025/03/18 20:11:33,2025/03/18,支出,,769,食品,クレジットカード,飲食店,,夕食,,,なくても良い,デビュープラス,かつや  川越上寺山店／ＮＦＣ
2025/03/18 17:34:29,2025/03/18,支出,,246,間食,クレジットカード,コンビニ,,おやつ,,,なくても良い,Olive,MINISTOP TOKOROZAWAKOJIYA
2025/03/18 08:02:20,2025/03/18,支出,,402,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,MINISTOP TOKOROZAWAKOJIYA
2025/03/17 12:28:37,2025/03/17,支出,,1250,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,LAWSON
2025/03/17 08:31:30,2025/03/17,支出,,666,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,LAWSON
2025/04/07 17:52:16,2025/03/16,収入,,133,,,,,利子受け取り,,住信SBIネット銀行,,,
2025/04/07 17:51:44,2025/03/16,支出,,26,雑費,住信SBIネット銀行,,,税金,,,必要,,
2025/03/16 07:01:34,2025/03/16,支出,,6567,食品,クレジットカード,ネット,,nosh,,,必要,デビュープラス,10食プラン
2025/03/16 00:12:55,2025/03/16,支出,,6188,趣味・娯楽,paypay,その他,,飲み会,,,必要,,
2025/03/16 00:03:54,2025/03/16,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/15 17:47:54,2025/03/15,支出,,400,食品,クレジットカード,飲食店,,昼食,,,必要,paypayクレジット,ファーストキッチンモバイルオーダー
2025/03/15 17:43:51,2025/03/15,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越,,,必要,,
2025/03/15 07:25:25,2025/03/15,支出,,260,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,SEVEN-ELEVEN
2025/03/15 07:13:28,2025/03/15,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/03/15 06:15:06,2025/03/15,支出,,4756,通信費,クレジットカード,ネット,,スマホ,,,必要,デビュープラス,2月利用分
2025/03/15 06:15:06,2025/03/15,支出,,3193,通信費,クレジットカード,ネット,,ソフトバンク光,,,必要,デビュープラス,2月利用分
2025/03/14 20:29:55,2025/03/14,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/14 20:27:57,2025/03/14,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/03/14 19:19:29,2025/03/14,支出,,1210,食品,クレジットカード,飲食店,,夕食,,,必要,paypayクレジット,屯ちん
2025/03/14 13:16:16,2025/03/14,支出,,906,食品,クレジットカード,コンビニ,,朝食,,,必要,Olive,FAMILYMART
2025/03/14 07:13:22,2025/03/14,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/03/14 06:15:09,2025/03/14,支出,,7096,減価償却,償却資産,ネット,,自動車保険_2024 減価償却,,,必要,,5回目/12回
2025/03/13 18:15:24,2025/03/13,支出,,440,便利アイテム,クレジットカード,スーパー・小売,,ダイソー,,,必要,paypayクレジット,
2025/03/13 17:36:24,2025/03/13,収入,,100,,,,,MDデッキ,,現金,,,
2025/03/13 06:15:06,2025/03/13,移動,,20000,,クレジットカード,,,SBI積立NISA入金決済,,,,デビュープラス,4月発注用
2025/03/12 17:53:08,2025/03/12,支出,,1804,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2025/03/12 16:26:45,2025/03/12,支出,,1650,日用品,クレジットカード,スーパー・小売,,洗顔料,,,必要,デビュープラス,
2025/03/12 15:29:38,2025/03/12,支出,,770,食品,クレジットカード,飲食店,,昼食,,,なくても良い,paypayクレジット,バーガーキング
2025/03/11 12:46:52,2025/03/11,移動,,205000,,現金,,,預け入れ,,住信SBIネット銀行,,,
2025/03/11 12:10:15,2025/03/11,支出,,1012,食品,クレジットカード,飲食店,,昼食,,,なくても良い,デビュープラス,
2025/03/11 11:37:34,2025/03/11,支出,,4400,美容費,クレジットカード,その他,,美容室,,,必要,デビュープラス,
2025/03/11 06:15:10,2025/03/11,支出,,1067,減価償却,償却資産,ネット,,youtube premium_2024 減価償却,,,なくても良い,,8回目/12回
2025/03/10 06:15:04,2025/03/10,支出,,1280,サブスク,クレジットカード,ネット,,Rentio ルンバレンタル,,,なくても良い,デビュープラス,2月利用分
2025/03/09 20:38:37,2025/03/09,支出,,1020,食品,クレジットカード,スーパー・小売,,食材,,,必要,デビュープラス,
2025/03/09 19:22:12,2025/03/09,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/09 19:21:16,2025/03/09,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/09 08:12:30,2025/03/09,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/08 19:33:12,2025/03/08,移動,,355,,現金,,,貯金箱へ,,ゆうちょ,,,
2025/03/08 19:30:37,2025/03/08,収入,,25167,,,,,2025年02月分交通費,,現金,,,
2025/03/08 19:30:31,2025/03/08,収入,,180188,,,,,2025年02月分給料_SP,,現金,,,
2025/03/08 19:14:23,2025/03/08,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/08 19:10:16,2025/03/08,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/08 17:30:30,2025/03/08,支出,,650,食品,PASMO,飲食店,,夕食,,,必要,,
2025/03/08 08:18:06,2025/03/08,支出,,841,食品,クレジットカード,コンビニ,,昼食,,,必要,paypayクレジット,ファミリーマート
2025/03/08 08:17:00,2025/03/08,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/07 22:11:59,2025/03/07,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/07 22:10:11,2025/03/07,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/07 08:39:06,2025/03/07,支出,,642,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,SEVEN-ELEVEN
2025/03/07 08:31:13,2025/03/07,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/05 16:21:43,2025/03/05,支出,,200,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/05 16:16:34,2025/03/05,移動,,481,交通費(経費),PASMO,その他,,電車 池袋〜川越市,,,必要,,
2025/03/05 14:57:15,2025/03/05,支出,,1210,食品,クレジットカード,飲食店,,昼食,,,必要,paypayクレジット,屯ちん
2025/03/05 11:43:29,2025/03/05,移動,,10000,,クレジットカード,,,モバイルPASMOチャージ,,PASMO,,デビュープラス,
2025/03/05 11:41:59,2025/03/05,移動,,481,交通費(経費),PASMO,その他,,電車 川越市〜池袋,,,必要,,
2025/03/05 06:15:07,2025/03/05,移動,,20000,,,,,SBI積立NISA約定,,SBI積立NISA,,,3月発注分
2025/03/04 22:55:28,2025/03/04,支出,,305,間食,クレジットカード,コンビニ,,おやつ,,,なくても良い,Olive,LAWSON
2025/03/04 22:50:14,2025/03/04,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/04 21:32:13,2025/03/04,支出,,820,食品,PASMO,飲食店,,夕食,,,必要,,
2025/03/04 11:48:51,2025/03/04,移動,,681,,LINEPay,,,PayPayチャージ,,paypay,,,
2025/03/04 08:29:41,2025/03/04,支出,,688,食品,クレジットカード,コンビニ,,朝食,,,必要,paypayクレジット,
2025/03/04 08:23:42,2025/03/04,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/04 06:15:19,2025/03/04,支出,,8504,減価償却,償却資産,ネット,,Galaxy S24 Ultra 512GB 減価償却,,,必要,,12回目/24回
2025/03/04 06:15:06,2025/03/04,移動,,0,,ゆうちょ,,,ENEOSカード支払い,,,,,1月利用分
2025/03/04 01:28:15,2025/03/04,支出,,110,交通費,PASMO,その他,,駐輪場,,,なくても良い,,
2025/03/03 22:24:33,2025/03/03,収入,,1000,,,,,マクロミル報酬,,paypay,,,
2025/03/03 19:37:37,2025/03/03,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/03 19:35:36,2025/03/03,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/03 11:41:31,2025/03/03,支出,,746,食品,クレジットカード,スーパー・小売,,昼食,,,必要,paypayクレジット,東急ストア
2025/03/03 08:38:29,2025/03/03,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/03 06:15:08,2025/03/03,支出,,4769,減価償却,償却資産,ネット,,コンタクト180枚 減価償却,,,必要,,1回目/6回
2025/03/02 21:36:12,2025/03/02,償却資産追加,,28611,日用品,クレジットカード,,,コンタクト180枚,,償却資産,,paypayクレジット,
2025/03/02 21:34:44,2025/03/02,収入,,100,,,,,paypayボーナス,,paypay,,,
2025/03/02 20:46:19,2025/03/02,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/03/02 20:43:32,2025/03/02,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/03/02 07:27:28,2025/03/02,支出,,797,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,SEVEN-ELEVEN
2025/03/02 07:20:56,2025/03/02,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/03/01 21:21:49,2025/03/01,支出,,1020,食品,クレジットカード,飲食店,,夕食,,,なくても良い,Olive,MCDONALD S
2025/03/01 08:31:50,2025/03/01,支出,,482,食品,クレジットカード,コンビニ,,朝食,,,なくても良い,Olive,LAWSON
2025/02/28 21:33:47,2025/02/28,支出,,220,間食,クレジットカード,飲食店,,おやつ,,,なくても良い,Olive,MCDONALD S
2025/02/28 21:28:21,2025/02/28,支出,,1033,食品,クレジットカード,飲食店,,夕食,,,なくても良い,デビュープラス,かつや  川越上寺山店／ＮＦＣ
2025/02/28 08:38:37,2025/02/28,支出,,449,食品,クレジットカード,コンビニ,,朝食,,,必要,Olive,LAWSON
2025/02/28 06:15:17,2025/02/28,支出,,2367,減価償却,償却資産,その他,,車検_整備費用 減価償却,,,必要,,6回目/24回
2025/02/28 06:15:17,2025/02/28,支出,,1435,減価償却,償却資産,その他,,車検_法定費用 減価償却,,,必要,,6回目/24回
2025/02/28 06:15:04,2025/02/28,支出,,6223,固定費,クレジットカード,ネット,,電気代,,,必要,デビュープラス,1月利用分
2025/02/27 22:32:30,2025/02/27,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/02/27 22:29:21,2025/02/27,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/02/27 14:06:59,2025/02/27,支出,,531,食品,クレジットカード,コンビニ,,昼食,,,必要,Olive,SEVEN-ELEVEN
2025/02/27 08:43:55,2025/02/27,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/02/27 06:15:05,2025/02/27,支出,,54300,固定費,ゆうちょ,ネット,,家賃,,,必要,,3月分
2025/02/27 06:15:05,2025/02/27,移動,,14877,,ゆうちょ,,,paypayクレジット支払い,,,,,1月利用分
2025/02/27 06:15:05,2025/02/27,移動,,0,,楽天銀行,,,楽天カード 支払い,,,,,1月利用分
2025/02/26 22:10:21,2025/02/26,支出,,100,交通費,クレジットカード,その他,,駐輪場,,,必要,paypayクレジット,
2025/02/26 22:08:39,2025/02/26,移動,,617,交通費(経費),PASMO,その他,,電車 中目黒〜川越市,,,必要,,
2025/02/26 08:41:13,2025/02/26,支出,,508,食品,クレジットカード,コンビニ,,朝食,,,必要,Olive,SEVEN-ELEVEN
2025/02/26 08:33:26,2025/02/26,移動,,617,交通費(経費),PASMO,その他,,電車 川越市〜中目黒,,,必要,,
2025/02/26 06:15:06,2025/02/26,移動,,85310,,ゆうちょ,,,デビュープラス支払い,,,,,1月利用分
